0	10937190	5.477428436279297
0	31761981	5.45045804977417
0	9796495	5.201128005981445
0	38131471	5.062168121337891
0	7764903	4.932965278625488
0	21380348	4.8876214027404785
0	42873134	4.845268249511719
0	32533299	4.814846038818359
0	30720103	4.742159843444824
0	38296571	4.530261993408203
0	6123521	4.5072197914123535
0	14178995	4.4314117431640625
0	167944455	4.403695106506348
0	8925851	4.395139694213867
0	21922424	4.354058265686035
0	14337960	4.347701072692871
0	410286	4.337698459625244
0	21891856	4.335127353668213
0	17209919	4.326060771942139
0	45096063	4.311493396759033
0	2904102	4.283794403076172
0	16929739	4.262585639953613
0	30981192	4.238621711730957
0	2890952	4.210881233215332
0	30292811	4.204916954040527
0	38587347	4.157172203063965
0	16119973	4.156579494476318
0	21553394	4.144903182983398
0	4483571	4.107461929321289
0	41403996	4.071950912475586
0	4387784	4.052128791809082
0	37677954	4.041275501251221
0	17023584	4.034558296203613
0	46346525	4.016125679016113
0	22623275	4.003011703491211
0	36271512	3.992462158203125
0	14717213	3.9736220836639404
0	16669757	3.9664535522460938
0	14864285	3.957700729370117
0	9732010	3.955648422241211
0	11862753	3.952845573425293
0	9988425	3.946296215057373
0	21479575	3.9419326782226562
0	25994317	3.9410641193389893
0	8148304	3.939932107925415
0	6386930	3.939199924468994
0	9451684	3.937979221343994
0	36345578	3.937647581100464
0	11913139	3.9254536628723145
0	7552147	3.924025535583496
0	15966318	3.913151741027832
0	8458567	3.9123172760009766
0	20132778	3.901883363723755
0	19132741	3.8998918533325195
0	25068298	3.889446258544922
0	23913146	3.8840699195861816
0	34439544	3.8834080696105957
0	1292369	3.8809218406677246
0	470625	3.8687801361083984
0	17208742	3.867802858352661
0	22191759	3.865725517272949
0	43224840	3.8471217155456543
0	27134527	3.844334602355957
0	15790930	3.8425841331481934
0	13000926	3.8342113494873047
0	25519138	3.8249104022979736
0	11983390	3.823272466659546
0	35531883	3.81225848197937
0	35993767	3.803922414779663
0	41256402	3.796226739883423
0	4784069	3.7927045822143555
0	6153754	3.7847213745117188
0	10874408	3.7826285362243652
0	493346	3.7814908027648926
0	11716783	3.7810637950897217
0	25937484	3.7685465812683105
0	33720691	3.768409013748169
0	2056197	3.765338897705078
0	34498093	3.7645320892333984
0	3866315	3.7612268924713135
0	4899981	3.758181571960449
0	38751591	3.7515242099761963
