0	0	Pony/2_primitives_3.txt	1
0	0	Pony/5_methods_1.txt	1
0	0	Pony/2_ops_11.txt	1
0	0	Pony/2_ops_2.txt	1
0	0	Pony/4_control-structures_12.txt	1
0	0	Pony/2_ops_10.txt	1
0	0	Pony/1_variables_2.txt	1
0	0	Pony/4_control-structures_17.txt	1
0	0	Pony/1_variables_1.txt	1
0	0	Pony/4_control-structures_18.txt	1
0	0	Pony/2_ops_9.txt	1
0	0	Pony/4_control-structures_15.txt	1
0	0	Pony/4_control-structures_11.txt	1
0	0	Pony/4_control-structures_2.txt	1
0	0	Pony/4_control-structures_13.txt	1
0	0	Pony/4_control-structures_14.txt	1
0	0	Pony/4_control-structures_16.txt	1
0	0	Pony/2_ops_1.txt	1
0	0	Pony/4_control-structures_3.txt	1
0	0	Pony/4_control-structures_19.txt	1
0	0	Pony/4_control-structures_1.txt	1
1	0	Pony/2_primitives_3.txt	1
1	0	Pony/5_methods_1.txt	1
1	0	Pony/2_ops_11.txt	1
1	0	Pony/2_ops_2.txt	1
1	0	Pony/4_control-structures_12.txt	1
1	0	Pony/2_ops_10.txt	1
1	0	Pony/1_variables_2.txt	1
1	0	Pony/4_control-structures_17.txt	1
1	0	Pony/1_variables_1.txt	1
1	0	Pony/4_control-structures_18.txt	1
1	0	Pony/2_ops_9.txt	1
1	0	Pony/4_control-structures_15.txt	1
1	0	Pony/4_control-structures_11.txt	1
1	0	Pony/4_control-structures_2.txt	1
1	0	Pony/4_control-structures_13.txt	1
1	0	Pony/4_control-structures_14.txt	1
1	0	Pony/4_control-structures_16.txt	1
1	0	Pony/2_ops_1.txt	1
1	0	Pony/4_control-structures_3.txt	1
1	0	Pony/4_control-structures_19.txt	1
1	0	Pony/4_control-structures_1.txt	1
2	0	Pony/2_primitives_3.txt	1
2	0	Pony/2_ops_11.txt	1
2	0	Pony/2_ops_2.txt	1
2	0	Pony/4_control-structures_12.txt	1
2	0	Pony/2_ops_10.txt	1
2	0	Pony/1_variables_2.txt	1
2	0	Pony/1_variables_4.txt	1
2	0	Pony/4_control-structures_17.txt	1
2	0	Pony/1_variables_1.txt	1
2	0	Pony/4_control-structures_18.txt	1
2	0	Pony/2_ops_9.txt	1
2	0	Pony/4_control-structures_15.txt	1
2	0	Pony/4_control-structures_11.txt	1
2	0	Pony/4_control-structures_2.txt	1
2	0	Pony/4_control-structures_13.txt	1
2	0	Pony/4_control-structures_14.txt	1
2	0	Pony/4_control-structures_16.txt	1
2	0	Pony/2_ops_1.txt	1
2	0	Pony/4_control-structures_3.txt	1
2	0	Pony/4_control-structures_19.txt	1
2	0	Pony/4_control-structures_1.txt	1
3	0	Pony/builtin-String-_38.txt	1
3	0	Pony/2_primitives_3.txt	1
3	0	Pony/builtin-String-_36.txt	1
3	0	Pony/5_methods_1.txt	1
3	0	Pony/2_ops_11.txt	1
3	0	Pony/2_ops_2.txt	1
3	0	Pony/4_control-structures_12.txt	1
3	0	Pony/2_ops_10.txt	1
3	0	Pony/1_variables_2.txt	1
3	0	Pony/collections-Range-_0.txt	1
3	0	Pony/4_control-structures_17.txt	1
3	0	Pony/1_variables_1.txt	1
3	0	Pony/4_control-structures_18.txt	1
3	0	Pony/2_ops_9.txt	1
3	0	Pony/6_errors_2.txt	1
3	0	Pony/6_errors_1.txt	1
3	0	Pony/6_errors_3.txt	1
3	0	Pony/4_control-structures_15.txt	1
3	0	Pony/4_control-structures_11.txt	1
3	0	Pony/4_control-structures_2.txt	1
3	0	Pony/4_control-structures_13.txt	1
