aops_2019_AMC_12A_Problems/Problem_17	0	math_train_intermediate_algebra_513	1
aops_2019_AMC_12A_Problems/Problem_17	0	math_test_intermediate_algebra_1179	1
math_test_intermediate_algebra_1179	0	math_train_intermediate_algebra_513	1
math_test_intermediate_algebra_1179	0	aops_2019_AMC_12A_Problems/Problem_17	1
math_train_intermediate_algebra_513	0	aops_2019_AMC_12A_Problems/Problem_17	1
math_train_intermediate_algebra_513	0	math_test_intermediate_algebra_1179	1
aops_2015_AMC_10B_Problems/Problem_15	0	math_train_number_theory_7095	1
aops_2015_AMC_10B_Problems/Problem_15	0	math_train_counting_and_probability_5024	1
math_train_counting_and_probability_5024	0	aops_2015_AMC_10B_Problems/Problem_15	1
math_train_counting_and_probability_5024	0	math_train_number_theory_7095	1
math_train_number_theory_7095	0	aops_2015_AMC_10B_Problems/Problem_15	1
math_train_number_theory_7095	0	math_train_counting_and_probability_5024	1
math_train_number_theory_839	0	aops_2000_AIME_I_Problems/Problem_9	1
math_train_number_theory_839	0	math_train_number_theory_7012	1
math_train_number_theory_839	0	math_train_number_theory_7030	1
math_train_number_theory_839	0	aops_2008_AMC_12B_Problems/Problem_16	1
math_train_number_theory_7012	0	aops_2000_AIME_I_Problems/Problem_9	1
math_train_number_theory_7012	0	math_train_number_theory_7030	1
math_train_number_theory_7012	0	math_train_number_theory_839	1
math_train_number_theory_7012	0	aops_2008_AMC_12B_Problems/Problem_16	1
aops_2008_AMC_12B_Problems/Problem_16	0	math_train_number_theory_7012	1
aops_2008_AMC_12B_Problems/Problem_16	0	math_train_number_theory_839	1
aops_2008_AMC_12B_Problems/Problem_16	0	math_train_number_theory_7030	1
aops_2008_AMC_12B_Problems/Problem_16	0	aops_2000_AIME_I_Problems/Problem_9	1
aops_2000_AIME_I_Problems/Problem_9	0	math_train_number_theory_7012	1
aops_2000_AIME_I_Problems/Problem_9	0	math_train_number_theory_839	1
aops_2000_AIME_I_Problems/Problem_9	0	math_train_number_theory_7030	1
aops_2000_AIME_I_Problems/Problem_9	0	aops_2008_AMC_12B_Problems/Problem_16	1
math_train_number_theory_7030	0	aops_2000_AIME_I_Problems/Problem_9	1
math_train_number_theory_7030	0	math_train_number_theory_7012	1
math_train_number_theory_7030	0	math_train_number_theory_839	1
math_train_number_theory_7030	0	aops_2008_AMC_12B_Problems/Problem_16	1
aops_2008_AMC_12A_Problems/Problem_15	0	aops_2005_USAMO_Problems/Problem_2	1
aops_2008_AMC_12A_Problems/Problem_15	0	aops_2024_AIME_I_Problems/Problem_13	1
aops_2008_AMC_12A_Problems/Problem_15	0	aops_2021_AIME_I_Problems/Problem_14	1
aops_2008_AMC_12A_Problems/Problem_15	0	aops_2017_AMC_10B_Problems/Problem_14	1
aops_2008_AMC_12A_Problems/Problem_15	0	math_train_number_theory_7016	1
aops_2008_AMC_12A_Problems/Problem_15	0	aops_2005_IMO_Problems/Problem_4	1
math_train_number_theory_7016	0	aops_2005_USAMO_Problems/Problem_2	1
math_train_number_theory_7016	0	aops_2024_AIME_I_Problems/Problem_13	1
math_train_number_theory_7016	0	aops_2008_AMC_12A_Problems/Problem_15	1
math_train_number_theory_7016	0	aops_2021_AIME_I_Problems/Problem_14	1
math_train_number_theory_7016	0	aops_2017_AMC_10B_Problems/Problem_14	1
math_train_number_theory_7016	0	aops_2005_IMO_Problems/Problem_4	1
aops_2021_AIME_I_Problems/Problem_14	0	aops_2005_USAMO_Problems/Problem_2	1
aops_2021_AIME_I_Problems/Problem_14	0	aops_2024_AIME_I_Problems/Problem_13	1
aops_2021_AIME_I_Problems/Problem_14	0	aops_2008_AMC_12A_Problems/Problem_15	1
aops_2021_AIME_I_Problems/Problem_14	0	aops_2017_AMC_10B_Problems/Problem_14	1
aops_2021_AIME_I_Problems/Problem_14	0	math_train_number_theory_7016	1
aops_2021_AIME_I_Problems/Problem_14	0	aops_2005_IMO_Problems/Problem_4	1
aops_2005_IMO_Problems/Problem_4	0	aops_2005_USAMO_Problems/Problem_2	1
aops_2005_IMO_Problems/Problem_4	0	aops_2024_AIME_I_Problems/Problem_13	1
aops_2005_IMO_Problems/Problem_4	0	aops_2008_AMC_12A_Problems/Problem_15	1
aops_2005_IMO_Problems/Problem_4	0	aops_2021_AIME_I_Problems/Problem_14	1
aops_2005_IMO_Problems/Problem_4	0	aops_2017_AMC_10B_Problems/Problem_14	1
aops_2005_IMO_Problems/Problem_4	0	math_train_number_theory_7016	1
aops_2024_AIME_I_Problems/Problem_13	0	aops_2005_USAMO_Problems/Problem_2	1
aops_2024_AIME_I_Problems/Problem_13	0	aops_2008_AMC_12A_Problems/Problem_15	1
aops_2024_AIME_I_Problems/Problem_13	0	aops_2021_AIME_I_Problems/Problem_14	1
aops_2024_AIME_I_Problems/Problem_13	0	aops_2017_AMC_10B_Problems/Problem_14	1
aops_2024_AIME_I_Problems/Problem_13	0	math_train_number_theory_7016	1
aops_2024_AIME_I_Problems/Problem_13	0	aops_2005_IMO_Problems/Problem_4	1
aops_2017_AMC_10B_Problems/Problem_14	0	aops_2005_USAMO_Problems/Problem_2	1
aops_2017_AMC_10B_Problems/Problem_14	0	aops_2024_AIME_I_Problems/Problem_13	1
aops_2017_AMC_10B_Problems/Problem_14	0	aops_2008_AMC_12A_Problems/Problem_15	1
aops_2017_AMC_10B_Problems/Problem_14	0	aops_2021_AIME_I_Problems/Problem_14	1
aops_2017_AMC_10B_Problems/Problem_14	0	math_train_number_theory_7016	1
aops_2017_AMC_10B_Problems/Problem_14	0	aops_2005_IMO_Problems/Problem_4	1
aops_2005_USAMO_Problems/Problem_2	0	aops_2024_AIME_I_Problems/Problem_13	1
aops_2005_USAMO_Problems/Problem_2	0	aops_2008_AMC_12A_Problems/Problem_15	1
aops_2005_USAMO_Problems/Problem_2	0	aops_2021_AIME_I_Problems/Problem_14	1
aops_2005_USAMO_Problems/Problem_2	0	aops_2017_AMC_10B_Problems/Problem_14	1
aops_2005_USAMO_Problems/Problem_2	0	math_train_number_theory_7016	1
aops_2005_USAMO_Problems/Problem_2	0	aops_2005_IMO_Problems/Problem_4	1
math_train_counting_and_probability_5035	0	math_train_geometry_6173	1
math_train_counting_and_probability_5035	0	aops_2004_AIME_I_Problems/Problem_10	1
aops_2004_AIME_I_Problems/Problem_10	0	math_train_geometry_6173	1
aops_2004_AIME_I_Problems/Problem_10	0	math_train_counting_and_probability_5035	1
math_train_geometry_6173	0	math_train_counting_and_probability_5035	1
math_train_geometry_6173	0	aops_2004_AIME_I_Problems/Problem_10	1
math_train_geometry_6018	0	aops_2023_AIME_I_Problems/Problem_5	1
math_train_geometry_6018	0	math_test_geometry_454	1
aops_2023_AIME_I_Problems/Problem_5	0	math_test_geometry_454	1
aops_2023_AIME_I_Problems/Problem_5	0	math_train_geometry_6018	1
math_test_geometry_454	0	aops_2023_AIME_I_Problems/Problem_5	1
math_test_geometry_454	0	math_train_geometry_6018	1
math_train_counting_and_probability_5011	0	aops_2007_AIME_I_Problems/Problem_10	1
math_train_counting_and_probability_5011	0	math_train_counting_and_probability_5131	1
math_train_counting_and_probability_5011	0	aops_2018_AMC_10A_Problems/Problem_11	1
math_train_counting_and_probability_5011	0	aops_2019_AMC_8_Problems/Problem_25	1
math_train_counting_and_probability_5011	0	aops_2020_AMC_10B_Problems/Problem_25	1
math_train_counting_and_probability_5011	0	math_test_counting_and_probability_1009	1
math_train_counting_and_probability_5011	0	aops_2001_AMC_10_Problems/Problem_19	1
math_train_counting_and_probability_5011	0	aops_2018_AMC_8_Problems/Problem_23	1
aops_2001_AMC_10_Problems/Problem_19	0	aops_2007_AIME_I_Problems/Problem_10	1
aops_2001_AMC_10_Problems/Problem_19	0	math_train_counting_and_probability_5131	1
aops_2001_AMC_10_Problems/Problem_19	0	aops_2018_AMC_10A_Problems/Problem_11	1
aops_2001_AMC_10_Problems/Problem_19	0	aops_2019_AMC_8_Problems/Problem_25	1
aops_2001_AMC_10_Problems/Problem_19	0	math_train_counting_and_probability_5011	1
aops_2001_AMC_10_Problems/Problem_19	0	aops_2020_AMC_10B_Problems/Problem_25	1
aops_2001_AMC_10_Problems/Problem_19	0	math_test_counting_and_probability_1009	1
aops_2001_AMC_10_Problems/Problem_19	0	aops_2018_AMC_8_Problems/Problem_23	1
math_test_counting_and_probability_1009	0	aops_2007_AIME_I_Problems/Problem_10	1
math_test_counting_and_probability_1009	0	math_train_counting_and_probability_5131	1
math_test_counting_and_probability_1009	0	aops_2018_AMC_10A_Problems/Problem_11	1
math_test_counting_and_probability_1009	0	aops_2019_AMC_8_Problems/Problem_25	1
math_test_counting_and_probability_1009	0	math_train_counting_and_probability_5011	1
math_test_counting_and_probability_1009	0	aops_2020_AMC_10B_Problems/Problem_25	1
math_test_counting_and_probability_1009	0	aops_2001_AMC_10_Problems/Problem_19	1
math_test_counting_and_probability_1009	0	aops_2018_AMC_8_Problems/Problem_23	1
math_train_counting_and_probability_5131	0	aops_2007_AIME_I_Problems/Problem_10	1
math_train_counting_and_probability_5131	0	aops_2018_AMC_10A_Problems/Problem_11	1
math_train_counting_and_probability_5131	0	aops_2019_AMC_8_Problems/Problem_25	1
math_train_counting_and_probability_5131	0	math_train_counting_and_probability_5011	1
math_train_counting_and_probability_5131	0	aops_2020_AMC_10B_Problems/Problem_25	1
math_train_counting_and_probability_5131	0	math_test_counting_and_probability_1009	1
math_train_counting_and_probability_5131	0	aops_2001_AMC_10_Problems/Problem_19	1
math_train_counting_and_probability_5131	0	aops_2018_AMC_8_Problems/Problem_23	1
aops_2007_AIME_I_Problems/Problem_10	0	math_train_counting_and_probability_5131	1
aops_2007_AIME_I_Problems/Problem_10	0	aops_2018_AMC_10A_Problems/Problem_11	1
aops_2007_AIME_I_Problems/Problem_10	0	aops_2019_AMC_8_Problems/Problem_25	1
aops_2007_AIME_I_Problems/Problem_10	0	math_train_counting_and_probability_5011	1
aops_2007_AIME_I_Problems/Problem_10	0	aops_2020_AMC_10B_Problems/Problem_25	1
aops_2007_AIME_I_Problems/Problem_10	0	math_test_counting_and_probability_1009	1
aops_2007_AIME_I_Problems/Problem_10	0	aops_2001_AMC_10_Problems/Problem_19	1
aops_2007_AIME_I_Problems/Problem_10	0	aops_2018_AMC_8_Problems/Problem_23	1
aops_2018_AMC_8_Problems/Problem_23	0	aops_2007_AIME_I_Problems/Problem_10	1
aops_2018_AMC_8_Problems/Problem_23	0	math_train_counting_and_probability_5131	1
aops_2018_AMC_8_Problems/Problem_23	0	aops_2018_AMC_10A_Problems/Problem_11	1
aops_2018_AMC_8_Problems/Problem_23	0	aops_2019_AMC_8_Problems/Problem_25	1
aops_2018_AMC_8_Problems/Problem_23	0	math_train_counting_and_probability_5011	1
aops_2018_AMC_8_Problems/Problem_23	0	aops_2020_AMC_10B_Problems/Problem_25	1
aops_2018_AMC_8_Problems/Problem_23	0	math_test_counting_and_probability_1009	1
aops_2018_AMC_8_Problems/Problem_23	0	aops_2001_AMC_10_Problems/Problem_19	1
aops_2019_AMC_8_Problems/Problem_25	0	aops_2007_AIME_I_Problems/Problem_10	1
aops_2019_AMC_8_Problems/Problem_25	0	math_train_counting_and_probability_5131	1
aops_2019_AMC_8_Problems/Problem_25	0	aops_2018_AMC_10A_Problems/Problem_11	1
aops_2019_AMC_8_Problems/Problem_25	0	math_train_counting_and_probability_5011	1
aops_2019_AMC_8_Problems/Problem_25	0	aops_2020_AMC_10B_Problems/Problem_25	1
aops_2019_AMC_8_Problems/Problem_25	0	math_test_counting_and_probability_1009	1
aops_2019_AMC_8_Problems/Problem_25	0	aops_2001_AMC_10_Problems/Problem_19	1
aops_2019_AMC_8_Problems/Problem_25	0	aops_2018_AMC_8_Problems/Problem_23	1
aops_2018_AMC_10A_Problems/Problem_11	0	aops_2007_AIME_I_Problems/Problem_10	1
aops_2018_AMC_10A_Problems/Problem_11	0	math_train_counting_and_probability_5131	1
aops_2018_AMC_10A_Problems/Problem_11	0	aops_2019_AMC_8_Problems/Problem_25	1
aops_2018_AMC_10A_Problems/Problem_11	0	math_train_counting_and_probability_5011	1
aops_2018_AMC_10A_Problems/Problem_11	0	aops_2020_AMC_10B_Problems/Problem_25	1
aops_2018_AMC_10A_Problems/Problem_11	0	math_test_counting_and_probability_1009	1
aops_2018_AMC_10A_Problems/Problem_11	0	aops_2001_AMC_10_Problems/Problem_19	1
aops_2018_AMC_10A_Problems/Problem_11	0	aops_2018_AMC_8_Problems/Problem_23	1
aops_2020_AMC_10B_Problems/Problem_25	0	aops_2007_AIME_I_Problems/Problem_10	1
aops_2020_AMC_10B_Problems/Problem_25	0	math_train_counting_and_probability_5131	1
aops_2020_AMC_10B_Problems/Problem_25	0	aops_2018_AMC_10A_Problems/Problem_11	1
aops_2020_AMC_10B_Problems/Problem_25	0	aops_2019_AMC_8_Problems/Problem_25	1
aops_2020_AMC_10B_Problems/Problem_25	0	math_train_counting_and_probability_5011	1
aops_2020_AMC_10B_Problems/Problem_25	0	math_test_counting_and_probability_1009	1
