TheoremQA_jianyu_xu/pigeonhole_3.json	0	18695	1
TheoremQA_jianyu_xu/pigeonhole_2.json	0	18695	1
TheoremQA_elainewan/math_algebra_1.json	0	8569	1
TheoremQA_wenhuchen/eigen_value1.json	0	2723	1
TheoremQA_wenhuchen/eigen_value1.json	0	2724	1
TheoremQA_wenhuchen/definite_matrix1.json	0	20341	1
TheoremQA_wenhuchen/definite_matrix1.json	0	5725	1
TheoremQA_elainewan/math_algebra_1_2.json	0	21613	1
TheoremQA_elainewan/math_algebra_1_2.json	0	8569	1
TheoremQA_wenhuchen/L'Hôpital_rule1.json	0	11592	1
TheoremQA_elainewan/math_calculus_2_11.json	0	12011	1
TheoremQA_elainewan/math_calculus_2_11.json	0	12010	1
TheoremQA_elainewan/math_calculus_2_11.json	0	20761	1
TheoremQA_elainewan/math_calculus_2_11.json	0	12012	1
TheoremQA_elainewan/math_algebra_4.json	0	17877	1
TheoremQA_elainewan/math_algebra_4.json	0	21198	1
TheoremQA_elainewan/math_algebra_4.json	0	11115	1
TheoremQA_elainewan/math_algebra_4.json	0	9996	1
TheoremQA_panlu/similarity2.json	0	22806	1
TheoremQA_panlu/similarity2.json	0	14371	1
TheoremQA_xinyi/maximum_entropy_2.json	0	2371	1
TheoremQA_maxku/signalprocessing11-nyquist.json	0	8547	1
TheoremQA_jianyu_xu/Stirling_number_first_kind_5.json	0	15792	1
TheoremQA_maxku/ipnetwork13-hammingdist.json	0	14101	1
TheoremQA_xinyi/linear_projection.json	0	18400	1
TheoremQA_mingyin/Lebesgue-measure1.json	0	11426	1
TheoremQA_mingyin/Lebesgue-measure1.json	0	16984	1
TheoremQA_mingyin/series2.json	0	8388	1
TheoremQA_wenhuchen/ODE2.json	0	2380	1
TheoremQA_wenhuchen/ODE2.json	0	21600	1
TheoremQA_wenhuchen/ODE2.json	0	21599	1
TheoremQA_wenhuchen/ODE2.json	0	20418	1
TheoremQA_wenhuchen/Liouville’s_theorem1.json	0	20530	1
TheoremQA_wenhuchen/Liouville’s_theorem1.json	0	14493	1
TheoremQA_wenhuchen/Liouville’s_theorem1.json	0	11018	1
TheoremQA_panlu/rigid-body3.json	0	230	1
TheoremQA_panlu/rigid-body3.json	0	15865	1
TheoremQA_elainewan/math_algebra_5.json	0	12648	1
TheoremQA_elainewan/math_algebra_5.json	0	18400	1
TheoremQA_xueguangma/taylors_approximation_theorem.json	0	9282	1
TheoremQA_xueguangma/taylors_approximation_theorem.json	0	9280	1
TheoremQA_mingyin/cauchy-integral-theorem1.json	0	16899	1
TheoremQA_jianyu_xu/Ramsey_4.json	0	7627	1
TheoremQA_jianyu_xu/Ramsey_4.json	0	20117	1
TheoremQA_wenhuchen/ODE3.json	0	8264	1
